"text","label"
"""Italic text""""That said, consensus is not simple agreement; a handful of editors agreeing on something does not constitute a consensus, except in the thinnest sense. Consensus is a broader process where specific points of article content are considered in terms of the article as a whole, and in terms of the article's place in the encyclopedia, in the hope that editors will negotiate a reasonable balance between competing views, as well as with the practical necessities of writing an encyclopedia and legal and ethical restrictions.""""Italic text

Thanks for giving me more proof that I'm right, Libs.   

""",0
""" 
 :heh """"Piece of Shit"""" D  |  |  """,1
"You're such a butthurt motherfucker aren't you.",1
"""Bad Etymology== 
 The paragraph says: 

 Although the ultimate origin of the word """"slut"""" is unknown, it first appeared in Middle English in 1402 as slutte (AHD), with the meaning """"a dirty, untidy, or slovenly woman"""".[5] Even earlier, Geoffrey Chaucer used the word sluttish (c. 1386) to describe a slovenly man; however, later uses appear almost exclusively associated with women.[5] The modern sense of """"a sexually promiscuous woman"""" dates to at least 1450/ 

 Now the first sentence says it FIRST appeared in 1402 but the second says EVEN EARLIER Chaucer used the word in 1386. Well then the FIRST use would have to be at least 1386 not the other way around. You idiots at Wikipedia leave stupid nonsense like this standing because you are a bunch of sluts who spend your time wanking instead of fixing your historical errors. And you eat crumpets. You are probably all English. Irish people wouldn't do this shyte. 

 ==""",1
"Yes, and I suggest that you stop sock-puppeting Sassy, or should I say FUNK!  God, why are all you admins commies?  Anyway, you are way out of line here.",1
"Exploding TVs??? I don't think Belenko is a credible source.198.105.45.121",0
"Don't threaten me 

I have a right to contribute to the article. Threaten me and you will be reported. You've been warned. Also, don't bother communicating with me because I'm just going to ignore your harrassment. It's people like you who systematically fuck up wikipedia.",1
"Ruskin Fellowship 

Hi, as a recent change patroller I noticed an edit of yours to the Ruskin Fellowship article. I think that you are doing a great job, so I hope that you won't feel that I'm being overly critical if I say that I noticed your liberal use of capitalisation. I would encourage you to attempt to follow the guidelines for capitalisation in the manual of style. I know there is a lot in it to digest in one sitting. Hopefully, by making you aware that it exists, I will be helping you to learn a new skill.

Keep up the good work.",0
"Jimbo.....the crybaby..... 

Sits in front of his computer everyday acting as the arbiter of the grand Wikipedia. The all knowing know it all who is the expert on everything. The savior of the western world. And of course, when questioned about anything, cries to the main office about ill treatment.....By the way......a lousy editor who uses only one source!  A joke!",1
"""

Excuse me hypocrite?

Yet trolling moderators who automatically revert posts and claim """"unconstructive"""" based on their mere feelings is not personally attacking me?

Since when is """"personal attacking"""" calling a spade a spade? If you are a hypocrite as well as your friends, who are you to tell me not to call them that? Why are you such hypocrites? Who made you God that you are permitted to personally attack those who expose your god Darwin as a false God and yet ban those who expose you for it? I will call you hypocrites because God commands me to expose you for what you are. To rebuke you for disobeying his laws while bashing your hypocritical anti-biblical standards on others.""",1
"Why are you so anal about piracy? You seem very arrogant and a jerk to me.  rahulnirmal2000",1
"""
 At the moment, the substance of the article all appears to come from ogrecave.com and gibberish.com, neither of which is particularly notable.  Further, it's circular for the article to say, """"John Smith, head of xyz.com, is famous.  For proof, check his bio on xyz.com, where it says that he's famous.""""  That kind of thing runs afoul of autobiography guidelines.  In order for someone to have a claim of being """"prominent,"""" they need to have other people refer to them that way.  The Wikipedia page needs to supply links to book, magazine and newspaper articles which verify descriptions such as Sugarbaker's """"prominence"""" or the podcast being """"popular.""""  For more info, check Wikipedia:Verifiability. As it is, there are so few references on the article, it's actually in danger of being nominated for deletion, but general practice is to give a new article some time to breathe, to see if additional references can be added.  """,0
"""

I was just released from prison on December 18, 2009.  During the period ending about November 4, 2009, I engaged in a 101-day hunger strike.  (Actually, 100 and 2/3 days:  Started 221 pounds, ended up an estimated 171 pounds).  Generally, I drank two cups of milk in the morning, and drank water as needed.  I was never force-fed.  Nor, oddly enough, was I ever hungry, or in appreciable discomfort.  I was examined, almost daily, by prison medical staff.  Probably the reason that I did so well was that I understood that the most important thing is to maintain the body's electrolytes (calcium, potassium, sodium, magnesium, phosphate), and to consume just enough amino-acids to supply neurotransmitters. (If you merely drink water, after a couple weeks you'll lose enough electrolytes to cause an imbalance, and you'll feel terrible.  Most people attribute this to not eating, but I learned that it's actually due to the electrolyte imbalance, NOT the lack of calories.)  At the time, the longest hunger strike I'd ever heard of was referred to in the Capote book, """"In Cold Blood"""", by Perry Smith, in the early 1960's:  93 days.  I could probably have gone two more months.     

""",0
